tau,CAGR,Sharpe,Max_DD,triggers,tau_pct
-0.02,0.10940719260423037,0.9445376279091234,-0.13790420929738975,28,-2.0
-0.025,0.10356964029981497,0.9011790306560801,-0.13790420929738983,19,-2.5
-0.03,0.10472140109607353,0.9158045009196779,-0.1379042092973899,16,-3.0
-0.035,0.10472140109607353,0.9158045009196779,-0.1379042092973899,16,-3.5000000000000004
-0.04,0.10936478266707961,0.9509693528636759,-0.1379042092973896,12,-4.0
-0.045,0.10760958980452462,0.9344940792633927,-0.1379042092973898,10,-4.5
-0.05,0.10811563379293454,0.938236599785469,-0.13790420929738967,8,-5.0
