Date,SPY,QQQ,VNQ,REM,IEF,TLT,TIP,VGK,EWJ,SCZ,EEM,RWX,BIL,BWX,DBC,GLD
2008-01-02,144.86,50.175148,61.28,117.5196,87.63,94.38,106.64,74.55,52.92,50.27,48.977841,56.41,91.66,27.065,32.44,84.86
2008-01-03,144.94,50.38417,59.08,116.56,87.81,94.25,107.0,74.59,53.12,50.23,49.418516,56.37,91.64,27.15,32.69,85.57
2008-01-04,141.33,48.174513,57.05,115.04,88.04,94.27,106.97,72.79,51.68,48.5,47.914258,55.15,91.62,27.21,32.46,85.13
2008-01-07,141.22,47.945584,57.48,116.28,88.2,94.68,106.95,73.0,51.44,47.68,48.285353,54.05,,27.15,31.88,84.77
2008-01-08,138.87,46.761128,55.46,114.56,88.3852,94.57,107.13,72.36,51.32,47.63,47.894378,53.14,,27.12,32.1,86.78
2008-01-09,140.35,47.716656,56.47,113.76,88.25,94.75,106.95,72.58,52.44,47.25,49.48147,53.44,91.54,27.02,31.97,86.52
2008-01-10,141.26,47.776376,57.26,114.72,88.01,93.47,106.47,72.56,52.0,46.58,50.064618,53.55,91.64,27.25,31.64,88.25
2008-01-11,140.13,46.830802,57.35,114.44,88.57,94.2,107.26,71.24,51.12,46.24,48.669701,51.99,91.62,27.245,32.05,88.58
2008-01-14,141.35,47.686796,57.21,115.76,88.61,94.55,107.71,72.38,51.76,46.72,49.372129,53.07,91.72,27.46,32.41,89.5
2008-01-15,138.18,46.362992,55.67,115.44,89.19,95.61,108.26,70.13,50.16,45.55,46.999775,51.36,91.66,27.43,32.01,87.99
2008-01-16,137.03,45.815554,56.59,117.36,89.02,94.92,107.59,68.7,49.32,43.97,45.127736,50.93,91.7,27.34,31.69,86.74
2008-01-17,133.49,45.158629,55.83,113.32,89.74,96.15,108.4,67.63,48.68,44.1,43.805712,50.94,91.64,27.345,31.43,86.51
2008-01-18,132.05,45.148676,55.19,111.16,89.61,95.49,108.47,67.52,50.0,44.03,44.862669,50.85,91.68,27.36,31.64,87.42
2008-01-22,130.63,44.004033,56.4,116.16,90.615,96.5099,109.32,65.7,48.04,45.38,43.640045,50.13,91.72,27.185,31.4,88.1
2008-01-23,133.93,43.795012,61.44,122.36,90.19,96.29,109.1,65.46,48.04,46.91,44.084033,51.02,91.84,27.36,30.73,87.76
2008-01-24,134.9,44.700772,60.59,122.5196,89.37,94.36,108.32,67.3,49.12,44.48,44.955443,52.73,91.8,27.36,31.42,90.08
2008-01-25,133.04,43.785058,59.94,120.56,90.2,95.95,109.2,65.9,50.0,44.56,44.216567,53.95,91.78,27.34,32.18,90.3
2008-01-28,135.21,44.123474,61.89,125.5376,89.87,95.59,109.07,67.29,49.44,44.36,45.064783,53.61,91.84,27.365,32.33,91.75
2008-01-29,135.97,44.232962,61.42,125.68,89.51,94.94,109.03,67.59,50.44,44.97,45.058156,53.53,91.88,27.385,32.5,91.15
2008-01-30,134.87,44.223008,59.87,124.72,89.467,94.32,109.11,67.45,50.2,45.27,44.415368,52.72,91.94,27.535,32.36,92.14
2008-01-31,137.3,44.909794,60.92,127.4,89.93,94.99,109.53,67.91,51.04,45.66,45.144303,53.96,91.96,27.56,32.5,91.44
2008-02-01,139.52,45.387557,63.53,132.28,89.94,95.23,109.08,69.04,51.4,45.65,46.40006,55.12,91.66,27.535,31.95,89.35
2008-02-04,137.76,44.760492,62.74,130.96,89.44,94.25,108.45,68.42,51.16,46.59,46.502774,54.89,91.7,27.5,32.48,89.15
2008-02-05,134.23,43.486456,60.65,130.2,90.07,94.97,108.9,65.1,49.36,44.31,43.803062,52.44,91.64,27.32,32.2,87.68
2008-02-06,132.99,42.650369,59.66,129.2,89.91,94.68,108.83,65.38,48.8,44.47,43.043644,52.35,91.72,27.31,32.08,88.95
2008-02-07,133.97,42.909158,61.07,131.88,88.9,92.64,107.56,64.71,49.08,42.59,43.918366,51.69,91.72,27.075,32.43,89.84
2008-02-08,133.05,43.396875,59.03,130.4,89.65,93.7,108.62,64.4,47.84,43.13,43.918366,51.83,91.7,27.185,33.37,90.98
2008-02-11,133.78,43.854732,57.92,128.28,89.85,94.09,108.97,64.43,48.36,43.72,44.395488,51.87,91.74,27.33,33.58,91.3
2008-02-12,134.98,43.605897,59.62,128.8,89.66,93.53,108.7,65.96,49.04,44.02,45.16087,52.85,91.7,27.25,32.95,89.28
2008-02-13,136.42,44.571378,60.04,128.2,89.28,92.5399,107.71,66.82,48.68,43.93,46.118426,52.69,91.72,27.195,33.1,89.36
2008-02-14,135.11,43.765151,58.92,125.6,88.79,91.18,106.99,66.36,49.16,44.59,45.478951,52.51,91.74,27.195,33.82,89.62
2008-02-15,135.18,43.61585,59.33,125.16,88.98,91.88,107.53,66.16,49.76,44.96,45.840105,53.15,91.78,27.31,33.77,89.07
2008-02-19,135.63,43.536223,58.72,125.6,88.34,90.95,106.93,67.15,50.24,45.7,46.436507,53.6,,27.235,34.82,91.5
2008-02-20,136.0,43.755198,59.62,125.32,88.26,91.58,107.25,66.99,49.2,45.31,46.827482,52.8,91.74,27.19,34.99,93.23
2008-02-21,134.74,43.277434,58.38,123.8,89.17,92.55,107.94,66.93,49.56,45.62,46.188006,52.73,91.74,27.35,34.73,93.29
2008-02-22,135.69,43.446642,59.64,122.84,88.92,92.02,107.54,67.6,49.96,45.78,46.867242,52.85,91.76,27.41,35.11,93.39
2008-02-25,137.25,43.695477,61.39,125.64,88.33,91.08,107.1,68.58,51.08,45.76,47.725398,53.51,91.78,27.335,35.6,92.74
2008-02-26,138.39,43.854732,61.45,125.6,88.55,91.11,107.75,69.97,51.56,46.74,48.291979,54.5,91.8,27.535,36.33,93.63
2008-02-27,138.18,44.063754,61.16,125.32,88.76,91.19,107.99,69.95,51.24,46.66,48.769101,55.22,91.8,27.785,36.35,94.78
2008-02-28,136.85,43.924406,60.12,122.24,89.8,92.81,109.42,69.64,50.68,46.46,48.222399,55.0,91.8,28.03,36.67,95.92
2008-02-29,133.76,42.76981,59.03,119.32,90.76,94.23,110.57,67.72,50.12,45.4899,46.23108,53.16,,28.245,36.15,96.18
2008-03-03,133.47,42.481161,59.53,109.52,90.2501,93.64,110.01,67.72,50.08,45.12,46.41994,53.02,91.7,28.24,36.63,97.23
2008-03-04,132.95,42.71009,59.35,106.8,89.91,92.73,109.77,67.2,48.92,44.55,45.392804,51.98,91.7,28.195,35.91,95.18
2008-03-05,133.85,42.919111,59.42,104.08,89.52,91.62,109.61,68.0,49.24,45.07,46.337107,53.29,91.7,28.25,37.25,97.7
2008-03-06,131.1,41.95363,56.98,87.32,90.24,92.11,110.14,67.1,48.76,44.51,44.750015,52.23,91.74,28.42,37.52,96.27
2008-03-07,129.65,41.874003,57.77,87.72,90.55,92.23,110.69,66.6,48.04,43.79,44.166867,51.38,91.74,28.41,37.2,96.09
2008-03-10,127.9,41.027963,57.12,84.12,91.2,93.59,111.52,65.76,47.84,43.25,43.176177,50.41,91.7,28.45,37.9,95.87
2008-03-11,132.7,42.640416,60.62,93.12,90.207,92.79,110.44,67.9,49.36,44.81,46.351023,52.33,91.74,28.315,38.45,95.98
2008-03-12,131.3,42.491115,59.61,92.52,91.25,94.58,111.5,67.97,49.24,44.75,45.333164,52.12,91.74,28.755,38.9,96.95
2008-03-13,131.69,42.849437,60.26,89.72,90.77,93.84,110.78,68.28,49.4,45.27,45.048216,51.77,91.72,28.865,38.9,98.29
2008-03-14,129.49,42.033258,59.43,86.04,91.71,95.0,110.89,66.74,46.12,43.95,43.338531,51.04,91.84,29.395,38.68,98.7
2008-03-17,128.24,41.296705,59.3,83.12,92.17,95.73,109.84,65.55,47.44,43.18,42.361095,49.93,91.8,29.17,37.2,99.22
2008-03-18,133.65,43.11818,61.95,91.4,91.54,95.36,109.72,67.64,48.96,44.57,44.633386,51.21,91.94,28.975,37.8,96.45
2008-03-19,130.25,42.053164,61.6,89.88,92.33,96.94,110.13,65.0,47.32,42.97,41.913793,49.93,91.96,28.935,36.14,93.15
2008-03-20,132.15,42.899204,63.89,96.52,92.53,97.181,110.42,65.82,48.52,43.12,42.609596,50.11,91.94,28.605,35.06,89.82
2008-03-24,134.78,44.382263,64.98,98.4,90.9,95.3,108.49,66.98,49.68,43.468,44.402114,52.4,91.86,28.155,35.6,90.16
2008-03-25,134.8,44.631098,64.73,97.12,91.22,95.7,108.29,68.14,50.2,44.92,44.922309,52.6,91.8,28.815,36.41,92.74
2008-03-26,133.17,44.46189,63.37,94.68,91.29,95.3,108.61,68.27,49.8,45.29,44.557841,52.2,91.84,29.005,37.03,93.79
2008-03-27,132.76,43.516316,63.02,92.52,91.17,94.63,108.83,68.21,49.64,45.69,44.302714,52.22,91.86,28.965,37.52,93.42
2008-03-28,131.56,43.297341,62.1,91.36,91.53,95.55,109.64,67.99,49.84,45.61,44.262954,51.89,91.8,28.995,36.66,91.76
2008-03-31,131.89,43.566083,62.39,90.04,91.69,95.89,109.9,68.79,49.48,46.36,44.524708,52.97,91.94,28.99,35.87,90.38
2008-04-01,136.67,45.377604,65.78,96.0,90.58,93.9299,108.22,70.65,50.92,47.24,46.27084,54.83,91.66,28.635,35.65,86.83
2008-04-02,136.76,45.288023,65.55,96.2,90.28,94.13,108.32,70.86,50.84,46.7401,46.184693,55.1,91.72,28.665,36.57,89.32
2008-04-03,137.01,45.367651,67.11,94.84,90.275,94.34,108.28,70.97,51.08,46.77,46.830795,55.0,91.7,28.66,36.5,89.35
2008-04-04,136.87,45.6563,66.15,94.8,90.97,95.2,108.91,71.23,51.12,46.82,46.641934,55.04,91.74,28.715,37.23,90.23
2008-04-07,136.92,45.546812,65.97,96.2,90.37,94.7,108.65,71.59,51.48,47.06,47.26153,55.17,91.72,28.705,37.44,91.15
2008-04-08,136.83,45.178536,65.14,96.16,90.38,94.37,108.46,71.01,50.72,46.42,47.001763,54.76,91.72,28.68,37.53,90.35
2008-04-09,135.77,44.680865,63.72,93.92,90.92,95.35,109.18,70.74,49.96,46.04,46.224453,53.71,91.74,28.785,38.37,92.27
2008-04-10,136.05,45.317884,64.29,94.16,90.56,95.03,108.71,70.47,49.8,45.82,46.961341,53.24,91.78,28.75,38.14,91.77
2008-04-11,133.37,44.063754,63.47,91.2,90.95,95.67,109.52,69.22,50.12,45.74,46.088606,52.71,91.8,28.955,37.96,91.32
2008-04-14,132.9,43.824872,63.18,91.36,90.72,95.11,109.18,69.38,49.8,45.45,46.085293,52.19,,28.95,38.16,91.11
2008-04-15,133.36,43.944313,63.8,92.08,90.31,93.93,108.79,69.75,50.12,45.4,46.552474,52.9,91.8,28.76,38.64,91.6
2008-04-16,136.88,45.148676,66.26,93.96,89.7,93.01,108.11,71.97,51.76,46.85,47.990465,54.51,91.76,28.915,39.09,93.26
2008-04-17,136.96,45.049141,66.56,96.12,89.49,92.85,107.67,71.03,50.88,46.64,47.629311,54.27,91.7,28.625,38.89,92.58
2008-04-18,138.49,46.492386,66.49,97.84,89.4,92.77,107.56,71.77,52.12,47.0,48.346981,54.64,91.7,28.56,38.91,90.56
2008-04-21,138.59,46.820849,65.81,97.544,89.41,93.14,107.6,72.1,52.24,46.98,48.583554,54.62,91.76,28.685,38.74,90.35
2008-04-22,137.9,46.104203,65.44,95.88,89.48,93.46,107.87,71.41,51.24,46.86,48.142879,54.57,91.72,28.735,39.06,90.25
2008-04-23,137.67,46.641687,66.47,95.56,89.39,93.15,107.54,71.62,51.8,46.9,48.835368,54.73,91.76,28.665,38.84,89.17
2008-04-24,138.4,47.069684,67.95,97.36,88.69,92.36,106.56,71.26,51.4,46.7,48.34168,54.22,91.74,28.355,37.99,87.22
2008-04-25,139.51,46.980103,67.98,98.16,88.57,91.82,106.42,72.04,52.4,47.0,48.563674,54.53,91.74,27.83,38.6,87.24
2008-04-28,139.59,47.039824,68.0,99.6,88.73,92.1,106.6,71.87,53.368,47.19,48.4709,54.85,91.76,28.095,38.94,87.88
2008-04-29,139.0,47.37824,67.2,98.44,88.89,92.45,106.61,71.42,52.88,46.78,47.612744,54.76,91.78,28.01,37.87,85.82
2008-04-30,138.4,46.97015,66.26,98.28,89.17,93.115,107.11,71.61,53.12,47.2512,48.593494,55.43,91.7,28.255,37.92,86.79
2008-05-01,141.11,48.463162,67.68,101.8,88.88,92.78,106.59,72.23,53.6,47.62,49.070615,55.84,91.66,27.85,36.96,83.97
2008-05-02,141.54,48.512929,67.54,101.519996,88.16,91.61,106.32,72.44,53.48,47.93,49.594123,56.45,91.62,27.79,37.96,84.63
2008-05-05,140.82,48.383534,67.53,100.4008,88.29,91.61,106.57,72.45,53.6,47.71,49.557677,56.58,,27.975,38.76,86.24
2008-05-06,142.08,48.72195,67.88,102.24,88.01,90.95,106.49,73.09,53.8,48.128,50.157392,56.76,91.62,28.055,39.2,86.57
2008-05-07,139.57,47.836097,65.94,101.36,88.36,91.3399,106.77,71.7,53.04,47.65,48.51066,55.4,91.62,27.94,39.53,85.82
2008-05-08,139.22,48.184466,65.81,99.32,88.93,92.16,107.54,72.32,53.36,48.17,49.107062,55.99,91.6,28.015,39.96,87.16
2008-05-09,138.96,47.965491,65.4,99.12,89.03,92.5,107.86,72.01,52.52,48.05,48.673014,55.44,91.62,28.23,40.52,87.42
2008-05-12,140.55,48.871252,66.92,99.52,88.88,92.36,107.66,72.72,52.72,48.6,49.332369,55.59,91.6,28.165,39.95,86.99
2008-05-13,140.49,48.990692,67.11,98.28,88.14,91.35,106.85,72.23,52.76,48.19,49.534483,55.12,91.64,27.965,40.27,85.41
2008-05-14,140.81,48.871252,67.65,98.0,88.11,91.39,106.95,72.14,53.24,48.128,49.686897,55.45,91.6,27.89,39.67,85.2
2008-05-15,142.55,49.747152,68.43,100.56,88.6,92.22,107.72,73.17,54.28,48.6,50.773674,56.15,91.62,27.82,39.85,87.0
2008-05-16,142.7,49.767059,67.98,100.8,88.45,91.84,107.72,74.06,54.64,49.25,51.386642,56.36,91.66,28.045,40.52,89.17
2008-05-19,143.08,49.398782,67.98,100.96,88.65,91.962,108.06,73.77,54.4,49.04,51.389955,55.63,91.6,27.955,40.53,89.39
2008-05-20,141.88,49.030506,67.12,100.16,88.92,92.44,108.69,73.21,53.92,48.6399,50.488726,55.14,91.58,28.22,41.14,90.9
2008-05-21,139.47,47.955538,65.64,98.64,88.71,92.46,108.83,72.23,52.96,48.434,49.995038,54.44,91.6,28.305,42.33,91.96
2008-05-22,139.57,48.134699,65.12,99.0,88.13,91.37,108.07,73.3,53.72,48.72,50.140825,54.72,91.66,28.105,41.62,90.98
2008-05-23,137.61,47.985398,64.85,99.2,88.52,91.77,108.49,72.46,53.24,48.5,49.239596,54.56,,28.265,41.7,91.23
2008-05-27,138.73,48.841391,65.64,99.56,88.09,91.15,107.74,72.1,53.44,47.95,49.186582,54.15,91.66,28.07,40.96,89.36
2008-05-28,139.35,49.000646,65.79,99.52,87.43,90.34,106.76,72.43,52.84,47.99,49.849251,54.4,,27.945,41.33,89.14
2008-05-29,140.0,49.458503,66.42,101.12,87.02,89.69,106.36,72.09,53.44,47.99,49.948651,54.29,91.68,27.65,40.17,86.51
2008-05-30,140.26,49.747152,66.1,100.68,87.31,90.28,106.73,72.09,54.28,48.25,50.087811,54.47,,27.735,40.55,87.38
2008-06-02,138.86,49.169854,65.11,100.52,87.52,90.3,106.31,71.2,54.28,47.6,49.534483,53.83,91.62,27.735,41.06,87.93
2008-06-03,138.14,48.921019,65.35,99.48,87.9801,90.95,106.31,70.95,54.24,48.07,48.63988,53.44,91.66,27.61,40.26,86.88
2008-06-04,138.08,49.518223,65.82,98.76,87.66,90.14,105.76,70.27,54.88,47.57,48.215772,53.66,91.62,27.585,39.55,86.63
2008-06-05,140.82,50.304543,67.33,100.6,87.2,89.6,105.42,71.61,55.28,48.5,49.74985,54.04,91.62,27.62,41.03,86.43
2008-06-06,136.27,48.801578,64.57,97.6,87.96,90.76,106.72,69.74,53.36,47.23,47.947392,52.85,91.62,27.845,43.14,89.06
2008-06-09,136.71,48.542789,63.26,96.72,87.33,90.76,106.16,69.57,53.44,46.74,47.824798,52.16,91.68,27.64,42.44,87.93
2008-06-10,136.01,48.31386,63.37,93.92,86.81,90.17,105.59,68.47,52.28,46.0,46.721455,50.95,91.68,27.12,42.25,85.55
2008-06-11,134.0,47.149311,62.3,91.096,86.9,89.96,105.77,67.4,51.52,45.3,46.022339,50.39,91.74,27.225,43.99,87.02
2008-06-12,134.45,47.199078,62.78,91.2,86.14,89.06,104.74,67.27,51.4,44.96,46.29072,49.85,91.7,26.91,43.95,85.55
2008-06-13,136.11,48.154606,64.02,92.88,85.94,88.87,104.82,67.79,51.92,45.43,46.804288,50.1,91.76,26.825,43.71,85.83
2008-06-16,136.23,48.582603,64.86,94.16,85.95,88.89,105.05,68.17,52.4,45.78,46.950075,50.7,91.76,26.975,43.68,87.0
2008-06-17,135.55,48.31386,62.95,92.88,86.24,89.07,105.35,68.38,52.76,46.06,47.158816,51.24,,27.105,44.05,87.25
2008-06-18,134.16,47.78633,62.14,92.32,86.71,89.82,105.92,67.7,52.2,45.3499,46.920255,50.43,91.78,27.235,44.55,88.28
2008-06-19,134.42,48.562696,63.5,93.12,86.212,89.2899,105.26,67.6,52.04,45.2,46.999775,50.12,,27.16,43.46,88.42
2008-06-20,131.55,47.209032,62.06,92.16,86.61,89.81,105.59,66.34,50.32,44.38,45.459071,49.13,91.82,27.38,43.77,88.95
2008-06-23,131.46,46.840756,60.65,89.64,86.57,90.0,105.6,66.1,50.6,44.25,45.644618,48.11,91.82,27.185,44.09,87.09
2008-06-24,131.13,46.59192,59.92,85.56,87.03,90.5948,106.24,65.84,50.28,43.9,45.389491,48.31,,27.355,44.12,87.47
2008-06-25,131.86,47.338426,60.82,86.2,87.02,90.64,106.32,66.62,50.8,44.08,45.773838,48.62,91.8,27.46,43.9,87.42
2008-06-26,128.19,45.427371,58.86,84.32,87.51,91.25,107.24,65.0,49.48,43.0,44.166867,47.73,91.82,27.725,45.43,90.61
2008-06-27,127.69,45.447278,58.21,83.36,87.94,92.32,107.75,65.12,49.88,43.22,44.498201,47.41,91.86,27.77,45.56,91.44
2008-06-30,128.04,44.949607,58.3,80.52,88.0,92.34,107.85,65.61,49.92,43.985,44.922309,46.99,91.78,27.55,44.9,91.4
2008-07-01,128.42,45.606532,58.4,79.88,87.47,91.79,107.15,64.67,50.04,42.83,44.166867,46.47,91.74,27.5,45.48,92.7
2008-07-02,126.14,44.471844,57.47,78.88,87.68,92.27,107.82,63.79,49.04,42.12,42.801769,46.09,91.7,27.67,46.36,93.18
2008-07-03,126.28,44.422076,57.32,77.56,87.71,92.07,108.1,64.26,49.12,41.26,42.785203,45.96,91.66,27.59,46.38,92.06
2008-07-07,125.0,44.700772,55.83,74.84,88.1199,92.49,108.05,63.52,49.2,41.35,42.596342,46.0,91.7,27.725,45.48,91.23
2008-07-08,127.2,45.77574,58.94,80.28,88.34,93.09,107.97,64.17,48.96,41.8,43.169551,46.19,91.68,27.525,44.02,90.86
2008-07-09,124.76,44.541517,55.42,76.0,88.76,93.5,108.6,63.53,48.2,40.94,42.284888,45.57,,27.78,43.97,91.5
2008-07-10,125.36,45.049141,56.63,73.08,88.79,93.49,108.59,63.75,48.68,41.0,43.023763,45.69,91.76,27.85,45.23,93.54
2008-07-11,123.93,44.372309,56.58,76.08,87.96,92.16,107.61,62.47,47.96,40.5,42.815023,44.8,91.8,28.005,45.9,95.16
2008-07-14,122.75,44.02394,54.55,75.7556,88.43,92.97,108.41,62.16,48.28,40.5,42.646042,44.59,91.76,28.14,45.8,95.91
2008-07-15,121.03,44.013987,54.1,73.32,88.75,92.94,108.34,61.47,47.48,40.42,41.996627,43.65,91.84,28.22,44.18,96.22
2008-07-16,123.98,45.118815,57.77,76.76,87.94,91.26,107.79,62.35,48.72,40.86,43.321964,44.05,91.86,28.095,43.58,94.44
2008-07-17,125.29,45.477138,58.65,77.92,87.52,90.79,107.09,63.86,48.48,41.763,43.411425,45.25,91.72,27.955,42.66,94.22
2008-07-18,126.03,44.621145,58.71,77.68,87.22,90.45,106.6,64.43,48.24,41.42,43.007197,45.6,91.84,27.815,41.9,94.17
2008-07-21,126.13,44.581331,59.13,78.6,87.42,90.8,106.62,64.81,48.24,41.96,43.451185,46.61,91.76,27.945,42.49,95.12
2008-07-22,127.42,44.571378,60.92,82.16,87.12,90.35,106.11,64.83,48.88,42.0,43.596972,46.79,91.84,27.765,41.48,93.06
2008-07-23,128.21,45.158629,62.27,83.8,86.98,90.17,105.39,65.02,49.2,42.35,43.669865,47.82,91.82,27.655,40.62,90.57
2008-07-24,125.43,44.471844,58.4,79.0,87.73,91.05,106.14,63.55,49.16,41.5,42.006609,47.45,91.82,27.72,40.55,91.33
2008-07-25,125.43,45.108862,59.47,79.68,87.22,90.14,105.41,63.99,48.6,41.58,42.33463,46.64,91.8,27.7,40.43,91.66
2008-07-28,123.59,44.193148,58.23,76.2,87.72,91.05,106.31,63.07,48.04,40.85,41.559307,45.97,91.82,27.89,40.7,91.73
2008-07-29,126.25,45.138722,61.16,78.12,87.47,90.68,105.59,63.73,48.32,41.181,42.632832,46.33,91.84,27.675,40.04,90.59
2008-07-30,128.59,45.347744,60.88,77.44,87.64,90.77,106.03,64.31,48.76,41.55,43.437975,46.82,91.82,27.695,40.76,89.52
2008-07-31,126.83,45.24821,60.21,77.5996,88.34,91.67,106.47,63.63,48.0,41.08,42.394271,46.7,91.86,27.875,39.98,90.05
2008-08-01,126.1,44.631098,60.09,79.2,88.08,91.54,105.95,62.88,47.32,40.572,42.20541,46.49,91.7,27.795,40.08,89.57
2008-08-04,125.02,44.193148,59.26,76.572,88.02,91.33,105.68,62.77,46.12,40.074,40.913205,45.78,91.72,27.81,38.75,88.14
2008-08-05,128.38,45.71602,62.01,78.4,87.57,90.65,105.08,64.43,47.2,40.95,41.440027,46.79,91.74,27.685,38.3,86.08
2008-08-06,128.95,46.412759,61.68,78.8,87.6,90.2799,104.81,64.54,46.88,41.1,42.076189,46.83,91.7,27.485,37.88,86.64
2008-08-07,126.98,46.034529,60.09,75.2,88.42,91.75,105.91,63.31,45.84,40.3329,40.813804,45.56,,27.48,38.32,86.09
2008-08-08,129.42,47.099544,62.06,78.24,88.38,92.0,105.66,63.4,46.52,40.56,40.952965,45.73,,27.005,37.11,84.43
2008-08-11,130.7,47.507634,63.86,78.24,87.95,91.12,104.83,63.32,46.8,40.68,40.455963,45.99,91.76,26.735,37.15,81.18
2008-08-12,129.34,47.547448,62.39,75.9996,88.56,91.97,105.3,62.82,46.48,39.85,39.8198,45.77,91.76,26.975,36.74,80.52
2008-08-13,128.65,47.557401,61.52,75.0004,88.37,91.65,105.28,61.74,45.56,39.39,40.137882,44.9,91.76,26.955,38.0,81.56
2008-08-14,129.58,48.055072,62.37,75.584,88.64,92.24,105.82,61.4,45.36,39.45,40.654764,44.25,91.76,26.83,37.83,79.36
2008-08-15,130.21,47.935631,62.37,74.584,88.97,93.04,106.08,61.08,45.08,39.02,40.078241,44.1,91.76,26.545,37.26,77.63
2008-08-18,128.46,47.37824,61.25,73.2,89.19,93.41,106.18,60.6,45.48,39.05,39.352618,43.8,91.74,26.75,37.33,78.8
2008-08-19,127.03,46.771082,59.97,72.0,89.06,93.05,106.07,59.95,44.76,38.15,38.915257,42.79,,26.835,38.0,80.46
2008-08-20,127.63,46.860662,60.03,72.88,89.3199,93.31,106.51,60.11,45.24,38.52,40.028541,43.3,91.8,26.72,38.35,80.06
2008-08-21,127.82,46.651641,59.07,72.2,89.13,93.14,106.69,60.45,45.52,38.88,40.038481,43.47,91.82,26.965,39.99,82.3
2008-08-22,129.51,47.268752,60.95,73.92,88.87,93.08,106.28,60.93,45.2,39.05,39.978841,43.54,91.84,26.835,38.4,81.08
2008-08-25,126.97,46.333132,59.23,72.68,89.46,94.01,106.68,59.89,44.72,38.338,39.104117,43.49,91.82,26.925,38.32,80.93
2008-08-26,127.47,46.213691,59.74,72.2004,89.49,94.09,106.72,60.13,45.08,38.72,39.173698,43.58,91.82,26.815,38.32,81.23
2008-08-27,128.52,46.5322,60.2,73.04,89.62,94.25,107.0,60.64,45.2,38.91,39.988781,43.5,91.78,26.775,38.6,81.36
2008-08-28,130.14,46.870616,62.0,75.068,89.49,94.26,106.67,61.52,45.6,39.41,40.286982,44.17,91.84,26.745,37.98,82.18
2008-08-29,128.69,45.915088,61.43,75.44,89.38,93.84,106.36,61.27,45.68,39.6,39.80986,44.32,91.78,26.805,37.97,81.71
2008-09-02,128.02,45.33779,62.0,75.012,89.5699,94.37,105.49,60.34,45.04,38.95,38.607115,43.91,91.74,26.515,36.84,79.2
2008-09-03,127.91,44.909794,62.97,76.4404,89.79,94.77,105.31,60.18,45.24,38.89,37.911313,43.71,91.74,26.49,36.55,78.89
2008-09-04,124.06,43.466549,61.25,75.0396,90.24,95.526,105.15,57.4,43.72,37.39,36.271206,41.89,91.74,26.345,36.06,78.39
2008-09-05,124.48,43.297341,61.2,76.48,90.042,95.48,105.18,57.03,43.8,37.27,36.807968,42.2,91.74,26.2,35.59,78.98
2008-09-08,127.06,43.1779,63.94,81.16,90.05,95.88,105.59,57.89,44.84,37.81,37.22545,43.29,91.76,26.035,35.59,78.86
2008-09-09,123.18,42.172605,61.23,78.504,90.46,96.83,105.77,56.36,43.6,36.54,35.058521,42.34,91.76,26.165,34.33,76.47
2008-09-10,123.76,42.540882,61.58,78.12,90.23,96.23,105.72,56.67,44.24,36.93,35.704624,43.37,91.78,25.86,34.34,74.18
2008-09-11,125.6,43.466549,62.2,77.5996,90.07,96.18,105.8,56.6,43.92,36.226,35.128101,42.92,91.76,25.79,34.1,73.13
2008-09-12,126.2,43.307294,62.84,77.56,89.62,94.94,105.05,57.87,44.08,37.03,36.221506,43.74,91.8,26.015,34.32,75.55
2008-09-15,120.36,41.874003,59.02,73.0,91.34,98.02,105.67,55.36,42.8,35.27,33.418414,41.65,91.9,26.205,33.0,77.56
2008-09-16,121.85,42.182559,61.46,74.04,91.08,98.0,104.62,54.81,42.6,35.69,33.756376,40.91,91.92,26.31,32.39,76.79
2008-09-17,116.35,40.022669,57.99,67.7196,91.9,98.49,105.0,52.99,40.92,34.34,31.251486,39.54,92.34,25.7,33.64,85.5
2008-09-18,120.55,41.336519,62.7,77.2,90.82,97.05,103.61,55.2,43.08,35.6,34.074457,40.14,92.16,25.53,33.36,82.85
2008-09-19,125.05,42.670276,64.97,79.824,89.2,93.97,104.14,59.04,45.24,37.34,38.388434,42.27,91.76,26.155,34.63,85.92
2008-09-22,120.7,40.719407,59.46,77.76,89.01,93.96,104.5,58.09,43.52,36.884,35.674804,41.53,91.88,26.425,36.01,89.18
2008-09-23,118.7,41.067777,59.95,77.48,89.01,93.6,103.43,56.47,43.28,38.57,34.611219,41.01,92.1,26.74,35.37,88.32
2008-09-24,118.81,40.769174,58.3,75.8,89.24,94.01,102.92,56.32,43.88,36.16,35.088341,40.8,91.84,26.695,34.98,86.71
2008-09-25,121.0,41.286752,59.46,75.2,88.97,93.82,102.88,57.9,44.64,36.2592,36.827848,41.36,91.86,26.87,35.49,86.45
2008-09-26,121.33,40.978196,61.3,74.44,88.91,94.5,102.8,57.16,44.4,35.83,35.545583,41.6,92.08,26.875,35.3,86.64
2008-09-29,113.02,37.275527,56.72,68.0,90.15,97.25,103.07,51.13,40.96,32.39,31.142145,37.89,92.48,25.835,32.9,89.57
2008-09-30,116.54,38.97756,60.77,70.72,88.96,94.88,101.3,53.37,42.64,33.78,34.322958,38.14,92.02,26.3,33.83,85.07
2008-10-01,116.0,38.320635,59.33,70.32,89.28,95.78,101.83,53.07,42.12,33.34,33.696736,38.52,92.02,26.05,33.05,85.98
2008-10-02,111.36,36.499161,55.47,66.76,89.78,96.55,101.62,50.78,40.32,32.07,31.360826,36.59,91.96,25.785,31.59,82.33
