Date,SPY,QQQ,VNQ,REM,IEF,TLT,TIP,VGK,EWJ,SCZ,EEM,RWX,BIL,BWX,DBC,GLD
2013-04-09,156.75,68.355055,72.84,62.44,108.18,121.58,121.92,49.19,43.92,43.84,41.837628,44.26,91.62,29.58,26.92,153.34
2013-04-10,158.73,69.683835,73.29,62.48,107.73,119.91,121.24,50.02,44.76,44.32,42.24517,44.53,91.62,29.375,26.86,150.75
2013-04-11,159.22,69.644022,73.72,62.48,107.85,120.14,121.58,50.3,45.36,44.48,42.28493,44.7,91.6,29.465,26.75,151.05
2013-04-12,158.78,69.624115,73.94,62.36,108.45,121.93,122.08,50.15,45.44,44.43,41.618947,45.25,91.62,29.5,26.42,143.95
2013-04-15,155.17,68.240591,72.37,60.72,108.69,122.99,122.06,49.0,45.12,43.39,40.615003,44.22,91.61,29.475,25.63,131.31
2013-04-16,157.42,69.146351,73.57,61.72,108.38,121.98,121.85,49.79,45.52,44.04,41.449967,44.99,91.6,29.66,25.9,132.8
2013-04-17,155.04,67.792687,72.8,60.68,108.58,122.79,121.83,48.33,45.12,43.35,40.823744,44.49,91.62,29.445,25.52,132.87
2013-04-18,154.14,66.827206,72.68,60.72,108.64,123.09,120.98,48.34,44.8,43.24,40.783984,44.51,91.6,29.505,25.79,134.3
2013-04-19,155.48,67.752874,73.8,61.0,108.58,122.83,121.45,48.68,45.36,43.67,41.380387,45.16,91.62,29.41,25.73,135.47
2013-04-22,156.2,68.469519,73.68,61.4,108.64,122.92,121.77,48.92,45.32,43.81,41.589127,45.06,91.62,29.53,25.81,137.9
2013-04-23,157.79,69.106538,74.11,61.88,108.57,122.49,121.83,49.79,45.72,44.34,41.787928,45.15,91.62,29.445,25.65,136.88
2013-04-24,157.9,69.066724,74.27,61.92,108.62,122.8,122.01,50.29,46.04,44.63,42.066249,45.36,91.62,29.48,25.93,138.38
2013-04-25,158.61,69.454907,74.02,61.88,108.5,122.27,122.1,50.43,46.28,44.99,42.414151,45.49,91.6,29.49,26.27,141.63
2013-04-26,158.26,69.235932,73.78,62.04,108.89,123.39,122.55,50.58,46.16,44.93,41.986729,45.31,91.6,29.665,26.12,140.91
2013-04-29,159.3,69.87295,74.41,62.76,108.85,122.94,122.22,51.34,46.44,45.27,42.424091,45.92,91.6,29.845,26.47,142.3
2013-04-30,159.68,70.390528,75.28,62.96,108.83,123.01,122.15,51.36,46.8,45.53,43.030433,46.11,91.6,29.985,26.27,142.77
2013-05-01,158.32,70.081972,74.68,62.28,109.05,124.0099,121.81,51.03,46.28,45.331,42.573191,45.97,91.6,30.035,25.8,141.11
2013-05-02,159.72,70.947919,75.17,62.44,109.05,123.85,121.68,51.29,46.44,45.42,42.921093,46.19,91.62,29.945,26.13,141.92
2013-05-03,161.32,71.784005,75.47,60.8,108.12,120.93,120.85,51.92,47.12,46.01,43.259054,46.64,91.6,29.85,26.42,142.09
2013-05-06,161.78,72.062701,75.86,60.96,107.98,120.63,120.67,51.86,46.92,45.93,43.318694,46.56,91.6,29.715,26.45,142.15
2013-05-07,162.63,72.022887,76.28,61.48,107.83,120.16,120.66,52.02,47.0,46.08,43.636776,46.31,91.6,29.64,26.36,140.38
2013-05-08,163.34,72.371257,76.35,62.08,107.96,120.35,120.4,52.69,47.4,46.52,43.964797,46.56,91.62,29.83,26.48,142.46
2013-05-09,162.93,72.281676,75.84,61.68,107.94,120.04,120.35,52.12,47.04,46.27,43.646716,45.93,91.61,29.55,26.47,140.81
2013-05-10,163.41,72.719626,76.1,60.96,107.33,118.75,120.01,52.33,47.04,46.08,43.308754,45.85,91.6,29.195,26.35,139.6
2013-05-13,163.54,72.799253,76.46,59.92,107.14,117.84,119.65,52.05,47.64,46.01,42.911153,45.42,91.62,29.1,26.23,138.43
2013-05-14,165.28,73.177483,76.74,59.68,106.71,116.56,119.14,52.21,47.96,46.09,43.109953,45.22,91.6,28.955,26.14,137.81
2013-05-15,166.15,73.306877,77.5,59.72,106.99,117.341,119.18,52.36,48.32,45.93,43.169594,45.08,91.6,28.865,26.08,134.65
2013-05-16,165.34,73.247157,77.1,60.36,107.5,118.56,119.52,52.13,47.68,45.48,42.970793,45.01,91.6,28.945,26.05,134.09
2013-05-17,166.97,73.953849,77.53,60.68,106.92,117.06,118.92,52.51,48.44,46.0,43.159654,45.62,91.6,28.765,26.18,131.07
2013-05-20,166.97,73.824455,77.71,59.84,106.84,116.922,118.89,52.67,48.76,46.2,43.268994,45.87,91.6,28.865,26.35,135.16
2013-05-21,167.11,73.914035,78.15,59.12,107.12,117.84,119.14,52.77,49.08,46.25,43.179534,45.46,91.62,28.83,26.2,132.89
2013-05-22,165.92,73.296924,76.25,58.24,106.27,116.09,118.07,52.33,48.52,45.62,42.712352,44.47,91.62,28.615,26.08,131.94
2013-05-23,165.45,73.107809,74.82,58.2,106.38,116.64,118.1,52.05,46.48,44.77,42.384331,43.67,91.62,28.79,26.2,134.61
2013-05-24,165.33,73.067995,74.63,57.92,106.42,116.8,118.2,52.0,45.68,44.38,41.986729,43.07,91.62,28.835,26.1,133.76
2013-05-28,166.3,73.545759,73.99,56.04,105.17,113.838,117.13,52.3,45.36,44.38,42.24517,43.23,91.6,28.545,26.34,133.49
2013-05-29,165.22,73.187436,72.42,56.2,105.6,115.118,117.05,51.95,44.56,44.26,41.708408,42.5,91.62,28.615,26.17,134.83
2013-05-30,165.89,73.585573,71.74,56.16,105.61,114.84,116.62,52.38,44.36,44.39,41.708408,42.01,91.6,28.77,26.17,136.7
2013-05-31,163.24,72.839067,70.75,54.92,105.32,114.45,116.73,51.35,43.36,43.71,40.962905,41.12,91.62,28.675,25.86,133.92
2013-06-03,164.38,73.038135,71.18,54.44,105.33,114.78,116.33,51.88,42.84,43.89,41.529487,41.3,91.61,28.925,26.18,136.51
2013-06-04,163.56,72.649952,70.19,55.16,105.06,113.72,116.11,51.63,44.08,43.95,41.052365,41.61,91.62,28.79,26.28,135.23
2013-06-05,161.18,71.714331,69.61,54.48,105.57,115.29,116.25,50.89,42.4,43.13,40.316802,40.75,91.62,28.835,26.16,135.52
2013-06-06,162.64,72.042794,70.73,55.64,105.7,115.22,116.12,51.31,42.36,43.34,40.654764,40.95,91.6,29.145,26.26,136.53
2013-06-07,164.81,73.048089,70.74,54.92,104.88,113.16,115.44,51.69,44.0,43.7,40.446023,41.54,91.62,29.12,26.32,133.28
2013-06-10,164.8,73.067995,70.13,54.36,104.62,112.62,114.64,51.66,44.56,43.89,39.87944,41.03,91.6,28.885,26.22,133.96
2013-06-11,163.12,72.35135,69.09,53.6,104.88,113.96,114.58,51.11,43.68,43.05,39.143878,40.14,91.61,29.14,25.99,133.25
2013-06-12,161.75,71.515263,68.15,52.8,104.41,112.33,113.7,51.1,43.8,43.08,38.875496,39.84,91.6,29.22,26.02,134.25
2013-06-13,164.22,72.401117,69.92,55.32,105.2,114.09,114.57,51.7,44.84,43.72,39.69058,40.86,91.62,29.435,26.19,133.74
2013-06-14,163.17,71.94326,70.18,55.2,105.34,113.82,114.47,51.27,43.48,43.37,39.074297,40.96,91.6,29.565,26.3,134.43
2013-06-17,164.5,72.620092,70.38,54.4,105.09,113.22,114.1,51.82,44.6,44.06,39.432139,41.11,91.61,29.525,26.36,133.77
2013-06-18,165.69,73.19739,70.74,54.88,105.03,113.28,114.41,52.07,45.36,44.399,39.571299,41.52,91.6,29.41,26.41,132.13
2013-06-19,163.54,72.391163,68.57,53.36,103.59,112.11,112.89,50.98,44.8,43.72,38.378494,40.54,91.6,28.96,26.45,130.59
2013-06-20,159.27,70.609503,65.76,51.5,103.12,110.27,111.75,49.37,42.92,42.25,36.648927,38.78,91.6,28.46,25.6,123.6
2013-06-21,159.05,70.131739,66.65,51.72,102.03,108.402,110.54,48.94,44.6,42.57,37.21551,38.41,91.62,28.15,25.43,125.05
2013-06-24,156.99,69.40514,65.68,50.32,101.78,108.85,110.0,47.25,43.28,41.72,36.410367,37.68,91.62,28.055,25.32,123.93
2013-06-25,158.65,69.912764,66.75,51.28,101.66,107.88,110.23,47.77,43.8,42.26,37.20557,38.35,91.62,28.135,25.34,123.47
2013-06-26,160.17,70.519922,67.79,49.84,102.07,108.58,110.71,48.08,43.64,42.07,37.772152,38.75,91.62,28.2,25.27,118.28
2013-06-27,161.13,70.828478,69.15,50.68,102.62,109.69,111.63,48.45,44.52,41.9695,38.050473,39.51,91.6,28.335,25.26,115.92
2013-06-28,160.01,70.858338,68.72,50.64,102.5,110.44,112.01,48.17,44.88,41.94,38.338734,39.9,91.6,28.14,25.13,119.15
2013-07-01,161.4,71.375915,68.57,50.52,102.4,110.41,112.02,48.72,45.44,42.4,38.398375,39.72,91.62,28.18,25.29,121.13
2013-07-02,161.16,71.375915,69.62,50.12,102.44,110.34,112.38,48.22,45.76,42.38,37.702572,40.07,91.6,28.01,25.39,120.07
2013-07-03,161.28,71.684471,69.16,49.6,102.24,110.01,112.17,48.27,45.8,42.4899,37.35467,39.93,91.62,28.085,25.62,120.74
2013-07-05,163.05,72.221955,68.85,47.808,100.52,106.26,110.64,48.39,46.4,42.7,37.116109,40.24,91.62,27.72,25.56,118.09
2013-07-08,163.94,72.311536,68.9,48.36,101.11,107.29,111.34,48.95,46.08,43.06,37.18569,40.07,91.58,27.815,25.69,119.51
2013-07-09,165.08,72.749486,69.87,48.52,101.28,107.4,111.29,49.05,46.32,43.33,37.642931,40.39,91.58,27.805,25.86,120.62
2013-07-10,165.21,73.16753,69.91,48.04,100.92,106.555,110.91,49.39,46.16,43.32,37.27515,40.15,91.59,27.93,25.93,120.95
2013-07-11,167.51,74.660541,71.6,50.16,101.93,107.81,111.68,50.71,47.52,44.56,39.153818,41.47,91.58,28.385,26.06,124.25
2013-07-12,167.51,74.94919,71.16,49.68,101.85,107.72,111.72,50.25,47.44,44.41,38.706516,41.14,91.59,28.29,26.16,124.13
2013-07-15,168.22,75.118398,71.46,50.16,102.17,108.29,112.26,50.55,47.88,44.68,39.104117,41.39,91.58,28.34,26.09,124.18
2013-07-16,167.5,75.038771,71.51,49.8,102.22,108.66,112.71,50.58,47.48,44.61,39.263158,41.28,91.6,28.605,26.12,124.9
2013-07-17,167.97,75.207979,71.77,50.32,102.67,108.86,113.02,50.63,47.92,44.79,39.611059,41.15,91.58,28.52,26.1,123.32
2013-07-18,168.88,75.028818,72.38,50.04,102.19,107.5,112.61,51.05,48.16,45.1,39.183638,41.26,91.6,28.495,26.21,124.05
2013-07-19,169.23,74.252451,72.33,50.16,102.75,109.2,113.39,51.23,47.8,45.09,39.054417,41.3,91.6,28.525,26.23,125.11
2013-07-22,169.5,74.471426,72.55,50.16,102.74,109.36,113.38,51.48,47.92,45.36,39.432139,41.47,91.6,28.725,26.21,128.84
2013-07-23,169.14,73.914035,72.47,50.4,102.62,108.9,113.12,51.56,47.88,45.45,39.8695,41.53,91.6,28.815,26.25,129.71
2013-07-24,168.55,74.152917,71.06,49.0,101.93,107.52,112.18,51.69,47.44,45.32,39.422199,41.17,91.62,28.54,26.04,127.5
2013-07-25,168.93,74.630681,71.17,48.96,102.08,107.48,112.26,52.01,46.6,45.38,39.68064,41.32,91.58,28.725,26.01,128.67
2013-07-26,169.11,75.008911,71.23,49.24,102.17,108.14,112.29,51.82,45.52,45.16,39.591179,41.27,91.59,28.81,25.85,128.8
2013-07-29,168.53,74.879516,70.7,49.32,101.96,107.35,112.21,51.64,44.52,44.65,39.094177,40.96,91.6,28.81,25.84,128.47
2013-07-30,168.6,75.247793,70.49,50.16,101.93,107.31,112.16,51.48,44.92,44.84,39.004717,40.69,91.58,28.72,25.75,128.12
2013-07-31,168.66,75.407047,69.34,49.64,102.0,107.7,112.87,51.8,44.88,44.88,38.736336,40.51,91.6,28.775,25.93,127.96
2013-08-01,170.65,76.183413,69.07,48.8,100.96,105.3601,112.01,52.31,46.12,45.4,39.491779,40.99,91.58,28.425,25.99,126.62
2013-08-02,170.95,76.621363,68.73,49.28,101.82,106.52,112.58,52.56,46.84,45.86,39.471899,41.05,91.6,28.645,25.89,126.36
2013-08-05,170.8,76.661177,68.68,48.96,101.5,105.7,112.59,52.48,46.96,46.07,39.203518,41.07,91.6,28.68,25.76,125.69
2013-08-06,169.73,76.223227,68.44,48.8,101.53,106.01,112.86,52.32,47.0,46.01,38.726396,41.01,91.6,28.735,25.55,123.97
2013-08-07,169.18,76.083879,68.26,48.84,101.9,106.8,113.13,52.4,46.12,45.86,38.308914,40.74,91.58,28.98,25.38,124.15
2013-08-08,169.81,76.442202,68.29,49.6,102.05,107.09,113.25,52.96,45.88,46.31,39.044477,41.2,91.58,29.145,25.51,126.86
2013-08-09,169.3,76.1436,68.89,49.48,102.12,107.26,113.36,53.09,45.92,46.34,39.123997,41.13,91.59,29.12,25.69,126.86
2013-08-12,169.1,76.302854,68.4,49.76,101.92,106.53,113.06,52.82,45.88,46.21,39.481839,40.84,91.59,29.01,26.0,129.13
2013-08-13,169.69,76.740804,67.46,48.88,101.0,104.99,112.07,53.15,46.28,46.48,39.73034,40.91,91.6,28.755,25.99,127.74
2013-08-14,168.74,76.452155,67.2,48.88,101.09,105.15,111.83,53.22,46.04,46.46,39.85956,40.87,91.6,28.705,26.2,129.0
2013-08-15,166.27,75.168165,65.97,47.92,100.531,103.73,111.03,52.97,45.4,45.97,39.392379,40.5,91.6,28.795,26.45,131.67
2013-08-16,165.87,75.098491,64.35,47.0,100.14,103.37,110.51,53.09,45.36,46.17,39.054417,40.47,91.6,28.735,26.46,132.58
2013-08-19,164.76,74.998957,63.5,45.0,99.71,102.47,109.87,52.62,45.28,46.04,38.328794,40.03,91.58,28.58,26.43,132.01
2013-08-20,165.59,75.32742,64.94,46.4,100.25,103.26,110.52,52.78,44.88,46.01,38.259214,40.14,91.6,28.71,26.38,132.45
2013-08-21,164.56,75.058678,64.79,46.08,99.62,102.13,109.75,52.24,44.24,45.65,37.36461,39.44,91.6,28.515,26.35,132.07
2013-08-22,166.06,75.805184,65.18,46.52,99.58,103.17,109.8,52.9,44.52,46.1,37.990833,39.46,91.58,28.455,26.36,132.81
2013-08-23,166.67,76.312808,65.86,47.88,100.14,104.29,110.57,53.17,45.28,46.41,38.418255,39.75,91.58,28.525,26.57,134.9
2013-08-26,165.97,76.312808,65.67,47.8,100.34,104.81,110.96,52.91,44.76,45.97,38.000773,39.49,91.58,28.55,26.72,135.45
2013-08-27,163.29,74.760075,65.3,47.92,100.91,106.13,111.64,51.78,44.24,45.06,37.116109,38.87,91.58,28.705,26.98,136.72
2013-08-28,163.91,75.088538,64.95,47.44,100.5,105.27,111.23,51.72,44.44,44.96,37.19563,38.9,91.58,28.585,27.02,136.69
2013-08-29,164.22,75.586209,65.05,48.12,100.6,106.11,111.08,51.57,44.36,45.08,37.493831,38.85,91.6,28.43,26.74,135.86
2013-08-30,163.65,75.118398,64.53,47.84,100.41,105.99,110.74,51.04,43.48,44.58,37.811912,38.87,91.6,28.425,26.66,134.62
2013-09-03,164.38,75.526488,63.94,47.64,99.69,104.22,110.06,51.78,44.56,45.55,38.000773,39.37,91.6,28.19,26.8,136.42
2013-09-04,165.82,76.372528,64.49,48.0,99.36,103.99,109.5,52.07,45.28,45.99,38.716456,39.56,91.6,28.255,26.57,134.62
2013-09-05,165.86,76.472062,63.81,47.56,98.6,102.54,108.71,52.04,45.12,45.94,39.183638,39.48,91.6,27.97,26.51,132.2
2013-09-06,166.04,76.561643,64.8,48.24,99.2,103.05,109.16,52.38,45.28,46.14,39.73034,39.61,91.59,28.26,26.66,134.15
2013-09-09,167.67,77.467403,66.15,48.6,99.4,103.1,109.36,52.91,46.44,47.02,40.783984,40.47,91.57,28.3,26.49,133.91
2013-09-10,168.84,77.845633,66.1,48.0,98.945,102.38,109.18,53.53,46.8,47.64,41.092125,40.93,91.58,28.23,26.25,131.74
2013-09-11,169.37,77.706285,66.63,48.48,99.44,103.29,109.8,53.96,46.48,47.76,41.121945,41.12,91.58,28.44,26.29,131.7
2013-09-12,169.04,77.656518,66.2,48.58,99.45,103.15,109.85,53.71,46.16,47.48,40.634884,40.88,91.58,28.445,26.42,127.67
2013-09-13,169.33,77.696332,66.39,49.04,99.58,103.55,109.84,53.96,46.4,47.77,40.913205,41.15,91.59,28.555,26.34,127.82
2013-09-16,170.38,77.48731,67.05,49.12,99.8,102.86,110.14,54.36,47.0,48.15,41.370446,41.48,91.58,28.725,26.01,126.45
2013-09-17,171.07,78.014841,67.01,49.16,100.0,103.71,110.57,54.39,46.8,48.11,41.280986,41.77,91.58,28.75,25.74,126.5
2013-09-18,173.14,78.950462,69.28,51.08,101.24,104.99,112.04,55.76,48.2,49.28,43.030433,42.93,91.6,29.15,26.28,132.16
2013-09-19,172.81,79.129623,69.22,50.4,100.89,104.37,111.68,55.49,48.0,48.95,42.801812,42.95,91.6,29.115,26.19,131.77
2013-09-20,170.62,78.621999,68.09,49.58,100.99,104.925,111.99,55.14,47.64,48.48,41.797868,42.17,91.59,29.075,25.95,127.9
2013-09-23,169.94,78.482651,67.01,49.96,101.37,105.69,112.38,54.85,47.68,48.52,41.996669,42.18,91.58,29.095,25.77,127.53
2013-09-24,169.57,78.452791,66.5,48.28,101.74,106.83,112.4,54.7,47.8,48.5,41.618947,42.1,91.58,29.14,25.76,127.67
2013-09-25,169.11,78.213909,66.72,48.48,102.015,107.05,112.5,54.85,47.68,48.46,41.290926,42.0,91.58,29.13,25.8,128.79
2013-09-26,169.69,78.801161,67.13,48.36,101.8,106.3,112.34,54.83,48.44,48.71,41.469847,42.22,91.58,29.015,26.0,127.79
2013-09-27,168.95,78.701626,66.85,48.28,101.94,106.56,112.37,54.82,48.08,48.58,41.002665,42.22,91.58,29.155,25.87,128.97
2013-09-30,168.1,78.512512,66.16,47.96,102.11,106.4,112.58,54.51,47.64,48.51,40.525543,42.13,91.58,29.185,25.76,128.17
2013-10-01,169.4,79.298831,67.1,48.48,101.73,105.8,112.39,54.86,47.48,48.83,41.340626,42.42,91.6,29.23,25.61,124.59
2013-10-02,169.11,79.268971,67.2,48.32,101.9,105.96,112.57,54.87,47.24,48.77,41.479787,42.37,91.6,29.385,25.84,127.06
2013-10-03,167.62,78.343304,66.03,48.0,102.04,105.79,112.65,54.58,46.84,48.51,41.320746,42.0,91.6,29.415,25.8,127.18
2013-10-04,168.89,79.030089,65.9,47.84,101.76,105.71,112.4,54.55,46.96,48.55,41.857508,42.13,91.6,29.3,25.88,126.53
2013-10-07,167.42,78.373164,66.2,47.84,101.85,106.14,112.53,54.29,46.08,47.95,41.499667,41.65,91.6,29.41,26.06,127.64
2013-10-08,165.48,76.890105,65.48,47.28,101.8,106.17,112.23,53.72,45.92,47.56,41.092125,41.49,91.59,29.375,26.15,127.4
2013-10-09,165.57,76.621363,65.49,47.36,101.62,105.32,112.22,53.55,47.04,47.89,41.420147,41.89,91.57,29.215,25.94,126.11
2013-10-10,169.24,78.233816,67.16,47.78,101.4,105.49,112.14,54.76,47.64,48.77,42.384331,42.63,91.56,29.155,26.29,124.27
2013-10-11,170.3,78.850928,67.83,47.88,101.55,105.455,112.13,55.0,47.76,49.0,42.573191,42.77,91.54,29.26,26.15,122.6
2013-10-14,171.04,79.398365,67.87,47.64,101.21,104.61,111.64,55.12,47.84,49.2,42.821692,42.91,91.55,29.2575,26.14,122.87
2013-10-15,169.72,79.11967,67.62,47.48,101.23,104.54,111.86,54.92,47.44,48.9,42.404211,42.55,91.54,29.155,26.05,123.73
2013-10-16,172.05,80.005523,68.86,47.84,101.72,105.85,112.09,55.32,47.84,49.15,42.752112,42.92,91.56,29.145,26.27,123.54
2013-10-17,173.27,80.43352,69.93,48.96,102.3,106.81,112.53,56.22,48.28,49.9,43.000613,43.51,91.57,29.555,26.11,127.43
2013-10-18,174.36,81.74737,69.86,49.2,102.31,107.04,112.69,56.57,48.32,50.19,43.040373,43.9,91.58,29.6,26.26,126.85
2013-10-21,174.45,81.916578,69.44,48.88,102.24,106.7,112.6,56.72,48.36,50.51,42.980733,43.78,91.58,29.55,26.2,126.98
2013-10-22,175.35,81.996206,70.05,49.64,102.95,107.89,113.17,57.35,48.56,50.78,43.398215,44.0,91.56,29.815,26.17,129.34
2013-10-23,174.62,81.568209,70.21,50.08,103.125,108.31,113.12,57.09,47.56,50.34,42.384331,43.71,91.58,29.84,25.77,128.69
2013-10-24,175.24,81.926532,70.19,50.12,102.92,107.89,113.16,57.46,48.08,50.65,42.28493,43.8,91.56,29.81,25.78,129.9
2013-10-25,175.93,82.483923,71.05,50.24,103.1,108.29,113.41,57.47,47.36,50.36,42.483731,43.8,91.58,29.835,25.86,130.45
2013-10-28,176.24,82.53369,70.54,50.08,103.0,107.92,113.36,57.22,47.56,50.065,42.762052,43.62,91.56,29.835,25.96,130.56
2013-10-29,177.22,82.673038,70.13,48.36,103.14,108.06,113.28,57.3,47.88,50.24,42.861452,43.66,91.56,29.73,25.89,129.77
2013-10-30,176.33,82.59341,69.54,48.0,102.87,107.41,113.14,57.08,47.88,50.15,42.632832,43.29,91.56,29.635,25.97,129.6
2013-10-31,175.73,82.394342,69.12,48.16,102.75,107.64,112.93,56.78,47.6,49.96,42.20541,43.15,91.56,29.495,25.75,127.74
2013-11-01,176.14,82.394342,69.49,48.48,102.02,106.19,112.04,56.42,47.12,49.62,42.27499,43.02,91.56,29.23,25.43,126.95
2013-11-04,176.86,82.53369,69.68,48.16,102.22,106.29,112.1,56.76,47.16,49.85,42.493671,43.13,91.56,29.33,25.32,126.81
2013-11-05,176.28,82.673038,68.48,47.88,101.76,105.02,111.66,56.24,46.8,49.53,41.628888,42.8,91.56,29.185,25.25,126.56
2013-11-06,177.18,82.59341,68.38,48.0,102.07,105.07,112.28,56.8,47.4,50.02,41.758108,42.8,91.57,29.2,25.27,127.2
2013-11-07,174.97,81.040678,67.53,47.44,102.34,105.96,112.41,55.87,46.48,49.29,40.962905,42.22,91.56,29.18,25.09,126.16
2013-11-08,177.31,82.165414,66.62,46.52,101.19,103.41,111.49,56.18,46.88,49.66,40.893325,42.44,91.58,28.905,25.23,124.26
2013-11-11,177.29,82.026066,66.65,45.92,101.14,103.02,111.32,56.35,46.8,49.58,40.704464,42.4,91.58,29.0,25.34,123.87
2013-11-12,176.96,82.15546,66.39,46.28,101.05,103.5,111.34,56.02,47.4,49.42,40.475843,42.33,91.58,28.85,25.17,122.45
2013-11-13,178.32,83.160755,66.82,46.92,101.47,103.88,111.53,56.26,47.76,49.6,40.555363,42.38,91.57,29.01,25.28,122.85
2013-11-14,179.32,83.329963,67.29,47.52,101.96,104.52,112.14,56.41,48.16,49.64,41.211406,42.72,91.56,29.075,25.39,124.27
2013-11-15,180.12,83.568845,67.54,47.36,101.88,104.73,112.19,56.71,48.88,50.06,42.026489,43.25,91.57,29.095,25.35,124.32
2013-11-18,179.5,82.772572,67.17,46.96,102.24,105.36,112.48,56.8,48.76,49.92,42.36445,43.1,91.56,29.175,25.18,122.9
2013-11-19,179.03,82.513783,66.65,46.56,101.86,104.56,112.05,56.67,48.44,49.76,42.096069,42.75,91.56,29.155,25.14,122.97
2013-11-20,178.51,82.284855,65.84,46.32,101.3,102.78,111.36,56.15,48.48,49.4,41.539427,42.38,91.56,29.0,25.16,120.09
2013-11-21,179.97,83.140848,66.35,46.44,101.39,102.95,111.55,56.64,48.68,49.72,41.509607,42.26,91.58,28.935,25.47,119.94
2013-11-22,180.81,83.598705,66.1,46.36,101.68,103.91,111.89,56.95,48.64,49.9,41.797868,42.34,91.56,29.05,25.56,119.92
2013-11-25,180.71,83.78782,65.78,46.5204,101.76,104.21,111.93,56.84,48.28,49.7,41.261106,42.06,91.56,29.03,25.53,120.46
2013-11-26,180.64,84.235723,65.55,46.02,101.98,104.6,111.92,56.85,48.08,49.81,41.400267,42.04,91.56,29.12,25.52,119.82
2013-11-27,181.12,84.813021,66.11,46.6,101.75,104.42,111.7,57.14,48.28,49.96,41.718348,42.24,91.58,29.05,25.52,119.46
2013-11-29,181.0,85.260925,65.5,46.6,101.69,104.45,111.61,57.36,48.24,50.11,42.096069,42.26,91.54,29.04,25.51,120.7
2013-12-02,180.54,85.081763,65.12,45.92,101.09,103.33,111.03,56.84,48.12,49.85,41.211406,41.69,91.56,28.815,25.48,117.58
2013-12-03,179.85,85.012089,64.99,45.8,101.27,103.71,111.09,56.34,47.84,49.41,41.072245,41.53,91.58,28.96,25.63,117.97
2013-12-04,179.67,85.07181,65.23,45.88,100.81,102.72,110.47,56.03,47.56,49.28,41.022545,41.44,91.58,28.905,25.68,119.96
2013-12-05,179.01,85.002136,65.46,45.48,100.56,102.43,110.34,55.79,47.16,49.2,40.783984,41.22,91.58,28.94,25.65,118.3
2013-12-06,180.95,85.599341,65.93,45.44,100.65,102.92,110.33,56.54,47.76,49.76,41.688528,41.5,91.56,29.015,25.74,118.55
2013-12-09,181.4,85.927803,66.29,46.16,100.77,103.16,110.42,56.6,47.76,49.78,41.748168,41.46,91.58,29.04,25.65,119.72
2013-12-10,180.75,85.88799,66.08,46.68,101.19,103.9,110.71,56.41,47.84,49.82,41.768048,41.34,91.58,29.155,25.73,121.82
2013-12-11,178.72,84.793114,64.56,46.52,100.8,103.1,110.53,55.99,47.4,49.46,40.843624,40.73,91.5768,29.125,25.73,120.86
2013-12-12,178.13,84.564186,64.2,46.32,100.51,102.71,110.22,55.4,47.56,49.08,40.595123,40.53,91.56,28.985,25.49,118.29
2013-12-13,178.11,84.454698,64.36,46.36,100.66,103.21,110.54,55.36,47.16,49.07,40.704464,40.58,91.58,29.045,25.39,119.38
2013-12-16,179.22,84.922509,64.58,46.12,100.61,102.83,110.62,56.09,46.88,49.27,40.982785,40.61,91.56,29.1,25.47,119.69
2013-12-17,178.54,84.763254,64.88,46.84,100.93,103.29,110.95,55.8,46.92,49.21,40.615003,40.27,91.56,29.09,25.35,118.65
2013-12-18,181.7,85.768549,66.03,47.36,100.55,102.77,110.46,56.64,47.48,49.22,41.032485,40.73,91.58,28.975,25.4,117.67
2013-12-19,181.5,85.499807,65.12,46.88,100.13,102.67,110.05,56.81,47.08,49.03,40.306862,40.66,91.58,28.85,25.46,114.82
2013-12-20,181.58,86.067151,65.52,47.68,100.44,104.25,110.42,56.86,47.24,49.21,40.197522,39.98,91.56,28.915,25.68,115.94
2013-12-23,182.54,87.002772,65.65,46.04,100.12,103.66,110.23,57.4,47.68,49.67,40.535483,40.31,91.56,28.9,25.66,115.57
2013-12-24,182.93,87.062492,64.7,46.0,99.73,102.83,109.86,57.8,47.04,49.71,40.774044,40.24,91.56,28.88,25.74,116.1
2013-12-26,183.84,87.321281,64.75,46.0,99.48,102.1,109.81,58.04,47.8,50.12,40.426143,40.39,91.56,28.88,25.78,116.74
2013-12-27,183.84,87.112259,64.89,45.84,99.42,101.81,109.75,58.35,48.04,50.4,41.052365,40.39,91.58,28.75,25.85,117.12
2013-12-30,183.82,86.972912,64.91,45.68,99.69,102.51,110.06,58.6,48.48,50.91,41.231286,40.77,91.56,28.9,25.7,115.4
2013-12-31,184.67,87.550209,64.56,46.08,99.24,101.86,109.9,58.8,48.52,50.98,41.519547,41.2,91.54,28.87,25.65,116.17
2014-01-02,182.92,86.883331,64.57,46.4,99.63,102.17,110.26,57.55,47.76,50.4,39.949021,40.42,91.54,28.69,25.29,118.0
2014-01-03,182.88,86.236359,64.93,46.68,99.57,102.17,110.21,57.56,48.04,50.62,39.87944,40.63,91.56,28.62,25.13,119.29
2014-01-06,182.36,85.91785,65.22,46.96,99.85,102.6,110.58,57.61,47.88,50.68,39.501719,40.5,91.54,28.745,25.16,119.5
2014-01-07,183.43,86.694216,65.55,47.2,100.01,102.86,110.61,58.0,48.08,50.93,39.65082,40.57,91.56,28.765,25.14,118.82
